,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,VCH,VCD,VCA,MW,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,DC,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
1107,H,0.0,0.0,8.0,27.0,5.0,16.0,15.0,15.0,5.0,12.0,3.0,4.0,0.0,0.0,6.0,3.75,1.73,5.0,3.4,1.65,4.8,3.5,1.65,6.0,3.8,1.67,6.0,3.9,1.67,8.0,L,L,L,L,D,D,L,L,L,D,0,0,0,0,0,0,0,0,0,-0.25,-0.125,0.625,-0.125,7.0
1108,D,1.0,2.0,11.0,7.0,9.0,5.0,15.0,11.0,5.0,1.0,3.0,1.0,0.0,1.0,5.0,3.3,3.2,4.4,3.15,2.95,4.3,3.1,2.8,5.0,3.25,3.25,5.5,3.4,3.4,8.0,D,L,L,L,L,W,L,L,L,W,0,0,0,1,0,0,0,0,0,-0.125,0.875,-0.5,-0.625,3.0
1109,D,0.0,0.0,6.0,6.0,3.0,2.0,11.0,13.0,3.0,2.0,2.0,0.0,0.0,0.0,6.0,3.3,3.6,5.3,3.15,3.25,4.5,3.2,3.3,6.0,3.25,3.6,6.5,3.4,3.8,8.0,L,W,W,L,W,L,L,L,L,W,-1,0,0,0,0,0,0,0,0,-0.25,-0.75,0.25,0.0,-6.0
1110,D,1.0,1.0,7.0,18.0,3.0,14.0,13.0,11.0,4.0,9.0,4.0,3.0,0.0,0.0,10.0,4.0,1.5,8.0,3.6,1.5,7.5,3.5,1.55,9.5,3.8,1.53,9.0,4.1,1.5,9.0,L,D,D,W,L,W,D,W,W,D,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.7777777777777778,-1.0,-0.6666666666666666,4.0
1111,H,0.0,1.0,14.0,6.0,7.0,2.0,8.0,15.0,5.0,5.0,1.0,0.0,0.0,1.0,3.3,3.25,3.0,3.15,3.15,2.8,2.9,3.2,2.5,3.4,3.25,3.0,3.4,3.25,3.1,9.0,D,D,D,D,L,L,W,L,D,L,1,0,0,0,0,0,0,1,0,-0.8888888888888888,0.1111111111111111,0.6666666666666666,0.4444444444444444,3.0
1112,A,0.0,0.0,6.0,12.0,2.0,4.0,14.0,11.0,1.0,3.0,1.0,2.0,0.0,0.0,15.0,3.25,2.62,12.0,3.15,2.4,11.0,3.1,2.3,15.0,3.2,2.4,16.0,3.3,2.5,9.0,L,W,W,W,W,W,L,D,W,W,0,0,0,0,0,0,0,0,0,-0.6666666666666666,0.0,-1.1111111111111112,-0.4444444444444444,0.0
1113,A,1.0,1.0,21.0,17.0,14.0,7.0,9.0,10.0,7.0,5.0,0.0,1.0,0.0,0.0,1.62,4.33,1.4,1.55,4.5,1.3,1.6,4.4,1.3,1.6,4.5,1.33,1.65,4.4,1.4,9.0,W,W,W,W,W,W,D,D,W,W,2,0,0,0,0,0,0,0,0,0.7777777777777778,-0.2222222222222222,-0.3333333333333333,0.0,-2.0
1114,H,1.0,1.0,20.0,7.0,8.0,3.0,15.0,12.0,10.0,6.0,2.0,1.0,0.0,0.0,2.4,3.3,3.25,2.35,3.15,3.25,2.5,3.1,3.0,2.38,3.2,3.2,2.4,3.35,3.4,9.0,D,W,L,L,L,L,W,D,L,L,0,0,0,0,0,0,0,0,0,0.7777777777777778,-0.2222222222222222,0.6666666666666666,0.0,-9.0
1115,D,0.0,0.0,8.0,9.0,3.0,5.0,19.0,7.0,2.0,6.0,3.0,0.0,1.0,0.0,5.0,3.5,4.5,4.45,3.35,4.7,4.0,3.3,4.2,4.6,3.3,4.6,5.0,3.4,4.5,9.0,D,D,W,D,W,L,L,L,W,L,-1,0,0,0,0,0,0,1,0,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.8888888888888888,-9.0
1116,H,1.0,0.0,11.0,10.0,6.0,4.0,12.0,16.0,1.0,11.0,2.0,1.0,2.0,0.0,2.25,3.25,2.4,2.1,3.15,2.3,2.2,3.1,2.2,2.3,3.2,2.5,2.2,3.3,2.45,9.0,L,D,L,W,L,L,D,L,L,L,4,0,0,0,0,0,0,1,0,0.0,-0.5555555555555556,-0.3333333333333333,-0.3333333333333333,-5.0
1117,A,0.0,0.0,14.0,22.0,5.0,14.0,11.0,8.0,5.0,7.0,1.0,2.0,0.0,0.0,2.75,4.5,1.36,2.75,4.25,1.35,2.8,4.2,1.37,3.0,4.5,1.36,2.9,4.5,1.4,9.0,L,W,L,D,W,L,W,W,L,W,0,0,0,0,0,0,0,0,0,0.5555555555555556,0.7777777777777778,-0.7777777777777778,-0.4444444444444444,7.0
1118,A,2.0,0.0,7.0,10.0,4.0,3.0,13.0,18.0,2.0,11.0,1.0,1.0,1.0,0.0,9.0,3.25,1.83,9.0,3.3,1.75,8.5,3.2,1.8,11.0,3.3,1.83,9.5,3.25,1.85,9.0,L,D,L,L,W,W,D,W,D,W,-2,0,0,0,0,1,0,0,0,-0.4444444444444444,-0.3333333333333333,-1.0,-0.5555555555555556,8.0
1119,H,1.0,0.0,6.0,6.0,2.0,2.0,15.0,14.0,5.0,1.0,0.0,1.0,1.0,0.0,3.0,6.5,15.0,2.8,5.5,12.0,2.5,5.2,11.0,3.0,6.0,15.0,3.1,6.5,16.0,9.0,D,L,D,W,L,W,L,L,L,W,0,0,0,1,0,0,0,0,0,0.1111111111111111,-0.6666666666666666,-0.4444444444444444,-0.7777777777777778,-6.0
1120,D,0.0,1.0,20.0,19.0,10.0,9.0,9.0,9.0,9.0,3.0,3.0,0.0,0.0,0.0,1.62,3.3,2.05,1.6,3.3,1.85,1.65,3.2,1.8,1.57,3.3,1.95,1.6,3.4,2.0,10.0,W,W,W,L,D,L,L,L,W,D,2,0,0,0,0,0,0,0,0,0.7,0.0,1.4,0.6,-8.0
1121,H,1.0,0.0,9.0,13.0,7.0,5.0,8.0,17.0,4.0,9.0,2.0,3.0,0.0,0.0,2.75,3.25,2.1,2.6,3.1,2.0,2.7,3.2,1.9,2.75,3.3,2.05,2.75,3.25,2.05,10.0,W,D,D,D,L,L,W,W,W,W,1,0,0,0,0,0,0,0,0,0.0,-0.6,0.8,0.2,-1.0
1122,A,0.0,0.0,10.0,13.0,3.0,9.0,16.0,17.0,4.0,5.0,3.0,3.0,1.0,0.0,4.0,4.0,7.5,3.85,3.6,6.5,4.0,3.5,5.5,4.0,3.8,6.5,4.0,4.1,7.2,10.0,L,D,D,L,W,D,L,L,L,D,0,0,0,0,0,0,0,0,0,-0.6,0.5,-0.4,0.1,11.0
1123,H,1.0,0.0,7.0,17.0,2.0,5.0,9.0,14.0,2.0,9.0,0.0,1.0,0.0,0.0,2.38,3.3,2.6,2.2,3.15,2.5,2.2,3.0,2.5,2.25,3.2,2.6,2.4,3.35,2.6,10.0,W,L,D,L,D,L,L,W,L,D,1,0,0,0,0,0,0,0,0,0.1,-0.6,0.3,0.1,3.0
1124,A,0.0,0.0,16.0,14.0,10.0,5.0,13.0,17.0,5.0,4.0,2.0,3.0,0.0,0.0,3.4,3.25,1.91,2.95,3.25,1.85,3.0,3.2,1.9,3.4,3.2,1.91,3.4,3.3,1.85,10.0,W,L,W,W,W,W,W,W,D,D,0,0,0,0,0,0,0,0,0,0.3,0.4,-0.3,0.3,16.0
1125,H,1.0,0.0,8.0,21.0,3.0,12.0,13.0,7.0,2.0,8.0,3.0,0.0,0.0,0.0,4.5,3.5,1.83,4.0,3.35,1.7,3.6,3.3,1.75,4.33,3.3,1.83,4.9,3.4,1.91,10.0,W,D,W,D,W,W,W,W,D,L,2,0,0,0,0,0,0,0,0,-0.2,0.2,1.2,0.5,-4.0
1126,H,2.0,0.0,21.0,7.0,12.0,3.0,10.0,13.0,3.0,4.0,1.0,2.0,0.0,1.0,1.2,3.75,6.0,1.2,3.4,5.5,1.2,3.5,4.5,1.2,3.8,6.0,1.2,3.7,6.5,10.0,W,L,D,L,W,L,W,W,W,W,2,1,0,0,0,0,0,0,0,1.1,0.3,0.9,0.7,-9.0
1127,H,0.0,1.0,5.0,18.0,2.0,12.0,11.0,12.0,2.0,6.0,1.0,1.0,0.0,0.0,3.75,4.33,1.44,3.6,4.0,1.4,3.6,3.7,1.45,3.6,4.33,1.44,4.0,4.4,1.45,10.0,D,W,L,D,W,L,L,L,L,W,0,0,0,0,0,0,0,0,0,-0.7,0.9,0.0,-0.3,4.0
1128,H,0.0,1.0,9.0,14.0,6.0,3.0,16.0,11.0,8.0,2.0,0.0,1.0,0.0,0.0,7.5,3.3,2.2,7.25,3.15,2.1,6.5,3.1,2.1,7.0,3.2,2.2,7.5,3.3,2.2,10.0,L,W,W,D,L,D,L,L,D,W,0,0,0,0,0,0,0,0,0,-0.4,-0.6,-0.2,-0.4,3.0
1129,H,0.0,1.0,14.0,14.0,5.0,3.0,17.0,11.0,4.0,2.0,3.0,1.0,0.0,0.0,1.91,3.3,2.2,1.85,3.15,2.1,1.9,3.1,2.1,1.91,3.2,2.2,1.85,3.3,2.2,10.0,L,W,W,D,W,D,W,L,D,W,0,0,0,0,0,0,0,0,0,0.4,-0.6,1.1,0.2,-13.0
1130,H,0.0,0.0,11.0,15.0,7.0,5.0,12.0,15.0,3.0,5.0,2.0,0.0,0.0,0.0,2.75,3.75,5.5,2.65,3.35,4.65,2.9,3.4,4.3,2.62,3.5,5.0,2.7,3.7,5.8,11.0,W,L,D,W,L,D,D,D,L,L,6,0,0,0,0,0,0,0,0,0.5454545454545454,0.09090909090909091,0.09090909090909091,0.0,-12.0
1131,H,3.0,0.0,20.0,10.0,11.0,5.0,12.0,11.0,9.0,5.0,2.0,0.0,0.0,0.0,1.17,4.33,8.0,1.17,3.75,7.0,1.17,3.6,6.0,1.17,3.75,7.0,1.17,4.6,7.0,11.0,W,L,W,W,D,W,W,W,W,W,0,0,0,0,0,1,0,0,0,1.0,-0.09090909090909091,0.09090909090909091,0.09090909090909091,-17.0
1132,D,0.0,0.0,5.0,4.0,3.0,1.0,10.0,9.0,3.0,1.0,1.0,2.0,0.0,0.0,2.88,6.0,19.0,2.75,5.5,12.0,2.55,5.2,11.0,2.5,5.0,11.0,2.6,6.1,19.0,11.0,W,L,D,L,L,L,W,L,L,W,3,0,0,0,0,0,0,0,0,-0.45454545454545453,0.09090909090909091,0.09090909090909091,0.36363636363636365,3.0
1133,A,0.0,0.0,4.0,5.0,1.0,2.0,12.0,14.0,1.0,2.0,3.0,2.0,0.0,0.0,10.0,3.3,3.0,8.0,3.15,3.05,7.5,3.0,3.1,8.0,3.2,2.75,10.0,3.35,3.0,11.0,L,L,D,L,D,L,W,L,W,W,1,0,0,0,0,0,0,0,0,0.18181818181818182,-0.5454545454545454,0.2727272727272727,0.45454545454545453,-6.0
1134,H,0.0,1.0,9.0,20.0,6.0,12.0,10.0,8.0,4.0,9.0,2.0,1.0,0.0,0.0,2.6,4.5,1.44,2.4,4.0,1.4,2.5,3.7,1.45,2.4,4.0,1.36,2.65,4.4,1.45,11.0,W,D,L,W,W,W,L,D,L,L,0,0,0,0,0,0,0,0,0,-0.6363636363636364,0.9090909090909091,-0.6363636363636364,-0.18181818181818182,15.0
1135,H,1.0,0.0,9.0,21.0,6.0,10.0,17.0,13.0,1.0,7.0,4.0,0.0,0.0,0.0,7.5,5.0,1.33,7.5,4.25,1.35,6.5,4.2,1.35,7.0,3.75,1.36,7.5,4.8,1.35,11.0,D,W,W,W,L,W,L,W,L,W,0,0,0,1,0,1,1,0,0,0.2727272727272727,-0.45454545454545453,-1.5454545454545454,-1.0,7.0
1136,D,0.0,1.0,14.0,11.0,4.0,5.0,11.0,17.0,8.0,5.0,4.0,1.0,0.0,0.0,4.5,3.75,5.5,4.0,3.45,5.5,3.6,3.3,4.2,3.3,3.3,4.5,4.6,3.85,5.5,11.0,L,L,L,D,L,D,W,L,W,W,2,0,0,0,0,0,0,0,0,-0.8181818181818182,-0.45454545454545453,-0.18181818181818182,0.09090909090909091,11.0
1137,H,0.0,0.0,18.0,13.0,12.0,8.0,17.0,15.0,5.0,3.0,1.0,3.0,0.0,0.0,2.6,3.3,2.5,2.45,3.15,2.35,2.3,3.1,2.55,2.38,3.25,2.4,2.6,3.25,2.4,11.0,L,L,L,W,D,D,W,L,L,L,0,0,0,0,0,0,0,0,0,-0.5454545454545454,0.8181818181818182,-0.18181818181818182,0.0,7.0
1138,H,2.0,1.0,10.0,8.0,5.0,4.0,13.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,1.83,3.75,1.67,1.85,3.45,1.6,1.9,3.3,1.75,1.95,3.3,1.67,1.85,3.85,1.65,11.0,W,W,L,W,D,D,D,L,L,W,2,0,0,0,0,0,0,0,0,0.18181818181818182,0.09090909090909091,-0.7272727272727273,-0.45454545454545453,6.0
1139,H,1.0,3.0,20.0,20.0,12.0,11.0,8.0,12.0,9.0,9.0,1.0,2.0,0.0,0.0,1.44,7.0,1.17,1.4,6.0,1.17,1.45,5.7,1.17,1.36,6.5,1.17,1.45,7.0,1.17,11.0,D,W,W,W,W,D,D,W,L,W,2,0,0,0,0,0,0,0,0,0.9090909090909091,1.0,-0.09090909090909091,-0.45454545454545453,2.0
1140,A,1.0,0.0,11.0,20.0,7.0,12.0,13.0,15.0,1.0,6.0,2.0,1.0,0.0,0.0,17.0,3.3,3.0,13.0,3.15,2.75,12.0,3.2,2.7,19.0,3.25,3.25,19.0,3.4,3.15,12.0,L,W,L,L,W,L,W,D,W,W,0,1,0,0,0,0,0,0,0,0.0,-0.5833333333333334,0.5,0.16666666666666666,2.0
1141,H,1.0,0.0,14.0,15.0,6.0,8.0,13.0,13.0,4.0,2.0,2.0,3.0,0.0,0.0,2.1,3.3,2.5,1.95,3.15,2.35,2.1,3.2,2.5,2.1,3.3,2.4,2.15,3.35,2.55,12.0,L,D,W,L,W,L,W,L,W,W,0,1,0,0,0,0,0,0,0,-0.5,-0.6666666666666666,1.5,0.6666666666666666,-14.0
1142,A,0.0,0.0,1.0,16.0,0.0,8.0,11.0,9.0,0.0,9.0,1.0,0.0,0.0,0.0,21.0,3.4,1.91,16.0,3.3,1.8,10.0,3.2,1.8,15.0,3.3,2.0,15.0,3.45,1.95,12.0,L,L,L,L,W,D,D,D,D,W,2,0,0,0,0,0,0,0,0,-0.4166666666666667,0.25,-0.4166666666666667,0.0,7.0
1143,A,1.0,0.0,13.0,9.0,8.0,4.0,14.0,11.0,4.0,6.0,4.0,0.0,0.0,0.0,4.0,3.75,1.67,3.35,3.35,1.7,3.5,3.4,1.7,3.6,3.5,1.73,4.2,3.7,1.65,12.0,D,W,L,W,L,D,L,L,L,D,0,0,0,1,0,0,0,0,0,0.08333333333333333,0.5,-0.4166666666666667,-0.5833333333333334,5.0
1144,D,1.0,1.0,12.0,7.0,8.0,5.0,11.0,11.0,6.0,3.0,3.0,4.0,0.0,0.0,4.2,4.5,8.0,4.15,4.0,7.5,4.0,3.9,6.0,3.8,4.5,8.0,4.1,4.8,8.0,12.0,W,W,L,W,L,L,L,W,L,L,0,0,0,1,0,0,0,0,0,-0.5,-0.5833333333333334,-0.16666666666666666,-0.5,-4.0
1145,A,0.0,0.0,6.0,11.0,1.0,7.0,21.0,10.0,6.0,5.0,3.0,3.0,0.0,0.0,2.38,3.3,2.0,2.6,3.15,2.05,2.3,3.3,1.9,2.3,3.3,2.05,2.4,3.35,1.95,12.0,L,D,W,W,W,D,D,L,L,W,-4,0,0,0,0,0,0,0,0,0.0,-0.3333333333333333,0.25,-0.08333333333333333,-7.0
1146,A,1.0,3.0,9.0,17.0,5.0,11.0,18.0,5.0,3.0,4.0,2.0,0.0,1.0,0.0,2.88,6.5,1.17,2.8,6.0,1.15,2.5,5.0,1.22,2.9,6.0,1.2,2.8,6.7,1.2,12.0,D,W,L,W,D,L,D,W,L,W,1,0,0,0,0,0,0,0,0,-0.6666666666666666,0.4166666666666667,-1.3333333333333333,-0.75,5.0
1147,H,1.0,0.0,11.0,11.0,6.0,7.0,13.0,13.0,6.0,2.0,2.0,4.0,0.0,0.0,2.38,3.3,3.0,2.25,3.15,2.5,2.2,3.2,2.7,2.38,3.3,3.1,2.3,3.3,3.1,12.0,W,W,L,W,W,L,D,D,D,D,1,0,0,0,0,0,0,0,0,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.0,5.0
1148,A,0.0,0.0,11.0,8.0,6.0,4.0,20.0,18.0,1.0,4.0,1.0,1.0,0.0,0.0,2.38,3.3,3.5,2.4,3.2,3.65,2.3,3.1,3.2,2.25,3.3,3.5,2.3,3.5,3.35,12.0,L,W,L,D,W,W,D,L,L,L,2,0,0,0,0,0,0,0,0,0.5833333333333334,0.4166666666666667,0.08333333333333333,-0.25,-2.0
1149,A,0.0,0.0,13.0,6.0,6.0,1.0,7.0,21.0,5.0,6.0,2.0,3.0,1.0,0.0,1.4,3.3,2.38,1.4,3.15,2.6,1.45,3.2,2.3,1.4,3.3,2.3,1.4,3.3,2.4,12.0,L,L,D,W,W,W,W,D,D,L,-1,0,0,0,0,0,0,0,0,0.8333333333333334,0.0,0.25,0.08333333333333333,-3.0
1150,A,0.0,1.0,8.0,9.0,3.0,6.0,14.0,8.0,5.0,8.0,2.0,2.0,0.0,0.0,8.0,3.3,2.38,7.0,3.15,2.35,6.0,3.1,2.2,7.5,3.3,2.3,6.5,3.25,2.3,13.0,L,L,D,L,L,L,D,W,D,D,1,0,0,0,0,0,0,0,0,-0.6923076923076923,-0.3076923076923077,-0.15384615384615385,-0.07692307692307693,-8.0
1151,A,0.0,2.0,10.0,11.0,6.0,10.0,10.0,10.0,7.0,3.0,2.0,2.0,0.0,0.0,3.4,6.0,1.2,3.75,6.0,1.17,3.2,5.2,1.2,3.4,5.5,1.22,3.5,5.5,1.22,13.0,W,W,W,L,L,W,L,W,D,W,3,0,0,0,0,1,0,0,0,-0.6923076923076923,-0.3076923076923077,-1.3846153846153846,-0.38461538461538464,12.0
1152,H,1.0,1.0,16.0,14.0,14.0,9.0,2.0,13.0,10.0,5.0,1.0,2.0,0.0,1.0,3.3,3.3,3.3,3.25,3.2,3.3,2.8,3.1,2.8,3.1,3.3,3.4,2.9,3.25,3.4,13.0,W,W,W,W,L,D,W,W,D,L,3,0,0,0,0,0,0,0,0,-0.07692307692307693,0.38461538461538464,0.46153846153846156,0.0,6.0
1153,H,2.0,0.0,21.0,2.0,15.0,1.0,5.0,12.0,3.0,3.0,1.0,3.0,0.0,0.0,1.14,3.4,5.0,1.12,3.25,4.5,1.17,3.3,4.2,1.14,3.5,5.0,1.14,3.4,5.0,13.0,W,D,L,W,W,W,W,L,D,W,0,0,0,0,0,0,0,0,0,1.5384615384615385,-0.9230769230769231,0.8461538461538461,0.0,-17.0
1154,D,0.0,0.0,13.0,22.0,7.0,14.0,11.0,10.0,1.0,6.0,2.0,1.0,0.0,0.0,3.1,3.4,1.8,2.95,3.25,1.75,3.0,3.3,1.75,3.0,3.5,1.73,3.2,3.4,1.75,13.0,L,D,W,W,W,L,L,L,D,L,5,0,0,0,0,0,0,1,0,0.23076923076923078,-0.5384615384615384,0.0,0.23076923076923078,-2.0
1155,A,0.0,1.0,4.0,18.0,2.0,13.0,8.0,11.0,7.0,9.0,1.0,1.0,0.0,0.0,19.0,4.33,1.44,13.0,3.75,1.45,11.0,3.6,1.5,15.0,4.2,1.44,17.0,4.4,1.5,13.0,L,W,D,W,L,W,L,L,L,W,0,0,0,1,0,0,0,0,0,-0.7692307692307693,0.5384615384615384,-1.6153846153846154,-0.8461538461538461,16.0
1156,D,0.0,0.0,15.0,10.0,13.0,5.0,9.0,10.0,9.0,3.0,1.0,1.0,0.0,0.0,2.6,3.3,3.0,2.4,3.15,2.8,2.4,3.1,3.0,2.5,3.3,3.1,2.5,3.25,3.3,13.0,L,W,D,L,L,L,L,D,L,D,-2,0,0,1,0,0,0,0,0,0.0,0.3076923076923077,-0.3076923076923077,-0.3076923076923077,2.0
1157,D,0.0,1.0,12.0,15.0,7.0,8.0,10.0,5.0,4.0,4.0,1.0,2.0,0.0,0.0,2.8,3.8,5.0,2.75,3.4,5.0,2.7,3.4,4.3,2.8,3.8,5.0,2.9,3.75,5.0,13.0,W,W,W,D,W,W,D,D,L,L,0,0,0,0,0,0,0,0,0,0.5384615384615384,-0.38461538461538464,0.07692307692307693,0.15384615384615385,-8.0
1158,D,0.0,1.0,16.0,9.0,11.0,7.0,15.0,12.0,6.0,4.0,1.0,1.0,0.0,2.0,2.25,3.3,2.25,1.9,3.2,2.05,2.1,3.1,2.3,2.2,3.3,2.15,2.2,3.25,2.25,13.0,L,L,L,L,L,L,W,W,W,D,0,0,0,0,0,0,0,0,0,-0.07692307692307693,0.6153846153846154,0.5384615384615384,0.15384615384615385,9.0
1159,D,1.0,2.0,14.0,21.0,9.0,15.0,13.0,5.0,7.0,3.0,2.0,1.0,0.0,0.0,1.7,7.5,1.14,1.65,6.75,1.12,1.7,5.7,1.17,1.67,7.5,1.14,1.7,6.5,1.14,13.0,L,W,L,L,W,W,W,W,D,D,1,0,0,0,0,0,0,0,0,-0.07692307692307693,1.5384615384615385,-0.15384615384615385,-0.23076923076923078,5.0
1160,D,3.0,0.0,15.0,17.0,9.0,9.0,10.0,9.0,10.0,4.0,3.0,1.0,0.0,0.0,1.3,3.3,2.1,1.25,3.25,1.9,1.3,3.2,2.0,1.3,3.25,2.05,1.3,3.25,1.9,14.0,W,D,W,L,W,W,W,W,L,L,3,0,0,0,0,0,0,0,0,0.5714285714285714,0.14285714285714285,1.3571428571428572,0.35714285714285715,-10.0
1161,D,1.0,0.0,15.0,6.0,6.0,6.0,7.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,1.62,5.5,15.0,1.6,5.25,11.0,1.65,4.6,9.0,1.57,5.25,11.0,1.55,5.4,15.0,14.0,W,D,W,W,L,W,W,L,W,W,3,0,0,0,0,0,0,0,0,-0.14285714285714285,-0.21428571428571427,1.0,0.14285714285714285,-13.0
1162,H,2.0,0.0,12.0,11.0,8.0,8.0,16.0,9.0,6.0,8.0,3.0,2.0,0.0,0.0,2.5,4.0,1.5,2.4,3.75,1.45,2.4,3.8,1.5,2.4,3.75,1.53,2.5,3.75,1.45,14.0,D,L,L,W,L,L,L,D,W,W,1,0,0,0,0,0,0,0,0,0.7142857142857143,0.6428571428571429,-0.42857142857142855,-0.21428571428571427,6.0
1163,A,1.0,0.0,11.0,15.0,3.0,9.0,13.0,7.0,1.0,7.0,2.0,1.0,0.0,0.0,4.5,3.75,6.0,4.45,3.45,5.5,3.8,3.5,4.5,4.5,3.8,6.0,4.35,3.5,5.5,14.0,D,L,W,W,D,W,W,L,D,L,1,0,0,0,0,0,0,0,0,-0.2857142857142857,-0.7142857142857143,0.07142857142857142,0.21428571428571427,-3.0
1164,D,0.0,1.0,11.0,11.0,7.0,6.0,11.0,15.0,7.0,3.0,1.0,2.0,0.0,0.0,2.88,3.25,2.88,2.85,3.25,2.65,2.7,3.2,2.6,2.88,3.3,2.9,2.65,3.3,2.9,14.0,D,D,W,L,L,L,L,L,D,W,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.07142857142857142,-0.21428571428571427,0.07142857142857142,-10.0
1165,H,0.0,0.0,3.0,13.0,1.0,3.0,15.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,23.0,5.0,12.0,16.0,5.0,10.0,12.0,4.4,8.5,19.0,5.0,11.0,13.0,4.5,9.0,14.0,L,L,D,L,W,D,W,L,L,L,0,0,0,0,0,0,0,0,0,-0.8571428571428571,-0.7142857142857143,0.42857142857142855,0.42857142857142855,0.0
1166,A,0.0,0.0,10.0,11.0,6.0,5.0,9.0,6.0,9.0,8.0,4.0,0.0,0.0,0.0,3.8,3.25,2.5,3.5,3.2,2.3,3.3,3.0,2.5,3.6,3.2,2.5,3.2,3.2,2.4,14.0,W,D,L,L,L,D,L,L,W,L,2,0,0,0,0,0,0,0,0,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,0.2857142857142857,5.0
1167,H,0.0,1.0,7.0,16.0,3.0,8.0,10.0,9.0,3.0,11.0,0.0,3.0,0.0,0.0,2.25,3.4,2.0,2.1,3.15,2.0,2.3,3.2,2.0,2.3,3.3,2.05,2.25,3.2,2.1,14.0,L,L,W,L,W,D,D,L,W,D,1,0,0,0,0,0,0,0,0,0.35714285714285715,-0.6428571428571429,0.14285714285714285,0.5714285714285714,4.0
1168,H,1.0,0.0,12.0,15.0,7.0,7.0,12.0,11.0,10.0,11.0,3.0,0.0,1.0,0.0,3.6,3.5,1.83,3.75,3.3,1.75,3.3,3.2,1.85,3.75,3.4,1.83,3.6,3.4,1.9,14.0,D,D,D,W,W,W,L,W,L,D,-2,0,0,0,0,0,0,0,0,-0.42857142857142855,0.42857142857142855,-0.21428571428571427,-0.42857142857142855,9.0
1169,D,0.0,0.0,9.0,6.0,6.0,6.0,22.0,6.0,5.0,3.0,4.0,0.0,0.0,0.0,7.0,5.5,15.0,7.0,5.25,11.0,5.5,4.6,9.0,7.0,5.25,11.0,6.5,5.4,15.0,14.0,W,D,L,W,L,W,W,L,W,W,1,0,0,0,0,0,0,0,0,-0.35714285714285715,-0.21428571428571427,0.35714285714285715,-0.07142857142857142,-11.0
1170,D,0.0,0.0,18.0,2.0,5.0,0.0,10.0,13.0,8.0,1.0,2.0,2.0,0.0,0.0,1.91,6.0,19.0,1.8,5.5,12.0,1.85,5.2,11.0,1.9,5.5,12.0,1.9,6.5,15.0,15.0,L,D,D,D,W,L,D,W,W,W,0,0,0,0,0,0,0,0,0,-0.2,0.06666666666666667,0.26666666666666666,0.0,1.0
1171,D,0.0,0.0,9.0,13.0,7.0,6.0,9.0,13.0,4.0,7.0,1.0,1.0,0.0,0.0,2.2,3.6,4.5,2.1,3.25,4.25,2.0,3.3,4.2,2.1,3.25,4.2,2.2,3.4,4.35,15.0,W,D,L,D,D,L,W,L,W,L,0,0,0,0,0,0,0,1,0,-0.8666666666666667,0.13333333333333333,-0.3333333333333333,0.5333333333333333,0.0
1172,A,0.0,2.0,17.0,11.0,6.0,5.0,13.0,15.0,4.0,0.0,2.0,5.0,0.0,0.0,2.1,3.4,4.33,2.15,3.25,4.2,2.15,3.2,3.8,2.1,3.25,3.75,2.1,3.4,4.35,15.0,L,W,W,L,L,W,L,W,L,L,3,0,0,1,0,0,0,0,0,-0.3333333333333333,-0.4666666666666667,-0.3333333333333333,-0.4,-1.0
1173,H,0.0,0.0,12.0,8.0,6.0,2.0,8.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,2.5,3.3,3.4,2.5,3.15,3.25,2.55,3.2,3.3,2.5,3.2,3.2,2.5,3.25,3.4,15.0,W,L,D,L,D,L,W,D,L,L,-2,0,0,0,0,0,0,0,0,-0.3333333333333333,-0.7333333333333333,0.5333333333333333,0.4666666666666667,-4.0
1174,A,0.0,0.0,25.0,11.0,14.0,5.0,12.0,9.0,8.0,3.0,0.0,1.0,0.0,0.0,1.2,3.4,2.2,1.2,3.15,2.1,1.2,3.2,2.1,1.2,3.25,2.0,1.2,3.4,2.2,15.0,D,L,W,L,W,W,W,L,W,D,2,1,0,0,0,0,0,0,0,0.5333333333333333,0.6,0.4666666666666667,0.6,-1.0
1175,A,1.0,1.0,12.0,12.0,8.0,8.0,16.0,15.0,3.0,8.0,0.0,5.0,0.0,1.0,3.25,3.6,1.83,3.25,3.25,1.8,3.1,3.2,1.85,3.4,3.2,1.73,3.25,3.4,1.9,15.0,W,W,D,D,L,W,L,L,L,W,0,0,0,1,0,0,0,0,0,0.8,1.2,-0.9333333333333333,-0.4,8.0
